en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
Punch the dough down and work the dough a few times.,Golpee la masa y amásela un poco más.,52.0,11.0,6.0,3.8181818181818183,0.019230769230769232,37.0,8.0,7.0,3.75,0.02702702702702703
"Puente-Amestoy, F. (1956).","Puente-Amestoy, F. (1956).",26.0,3.0,15.0,8.0,0.23076923076923078,26.0,3.0,15.0,8.0,0.23076923076923078
"Mr. Gautam (Deputy Executive Director, UNICEF) said, in response to Israel, that education for peace and tolerance was very much part of the UNICEF agenda. In fact, paragraph 47 of the Declaration of the special session reflected that emphasis.","Gautam (Director Ejecutivo Adjunto del Fondo de las Naciones Unidas para la Infancia (UNICEF)), dice, en respuesta al representante de Israel, que la educación en pro de la paz y la tolerancia es una parte importante del programa del UNICEF, y el párrafo 47 de la Declaración del período extraordinario de sesiones así lo refleja.",244.0,39.0,11.0,5.282051282051282,0.036885245901639344,330.0,55.0,14.0,5.0181818181818185,0.02727272727272727
"Sasha, please.","Sasha, por favor.",14.0,2.0,7.0,6.5,0.14285714285714285,17.0,3.0,6.0,5.0,0.11764705882352941
"But if she's into it, I ain't over it.","Pero le gusto, y no lo he superado.",38.0,9.0,5.0,3.3333333333333335,0.10526315789473684,35.0,8.0,9.0,3.5,0.05714285714285714
I only hope... that you think of me... with the same passion that I feel for you.,Sólo espero que penséis en mí con la misma pasión que yo siento por vos.,81.0,17.0,7.0,3.823529411764706,0.08641975308641975,72.0,15.0,7.0,3.8666666666666667,0.013888888888888888
Do I have to lie like this?,¿Tengo que tumbarme así?,27.0,7.0,5.0,3.0,0.037037037037037035,24.0,4.0,8.0,5.25,0.041666666666666664
"Its logistical and technical support for weapons disposal has contributed immensely to the progress achieved in this area, and its very presence has had and continues to have a stabilizing effect.","Su apoyo técnico y logístico para la eliminación de todo tipo de armas ha contribuido enormemente a los progresos alcanzados en este ámbito, y su presencia misma ha tenido y sigue teniendo un efecto estabilizador.",196.0,31.0,11.0,5.354838709677419,0.01020408163265306,213.0,35.0,14.0,5.114285714285714,0.009389671361502348
On christmas morning?,- ¿En la mañana de navidad?,21.0,3.0,9.0,6.333333333333333,0.047619047619047616,27.0,6.0,8.0,3.6666666666666665,0.07407407407407407
- He brought us to a hut last night.,- Fuimos a una choza anoche.,36.0,9.0,7.0,3.111111111111111,0.05555555555555555,28.0,6.0,7.0,3.8333333333333335,0.07142857142857142
"From generation to generation, people will see this park.",Este parque lo verá la gente de generación en generación.,57.0,9.0,11.0,5.444444444444445,0.03508771929824561,57.0,10.0,11.0,4.8,0.017543859649122806
The Supreme Court had however been able likewise to transfer the Bilkis Bano case out of Gujarat to Maharashtra and would in February 2007 be considering other cases pertaining to the incidents in Gujarat with the help of amici curae in order to determine what further orders might be made.,"Sin embargo, el Tribunal Supremo también ha podido trasladar el caso de Bilkis Bano de Gujarat a Maharashtra y en febrero de 2007 estudiará otros casos relacionados con los incidentes de Gujarat con la ayuda de los amici curiae a fin de determinar qué otras medidas se pueden adoptar.",290.0,50.0,11.0,4.82,0.0034482758620689655,284.0,49.0,12.0,4.816326530612245,0.007042253521126761
Lose Tuvalu and Malta.,Quite Tuvalu y Malta.,22.0,4.0,6.0,4.75,0.045454545454545456,21.0,4.0,6.0,4.5,0.047619047619047616
Lean in forward.,Inclinate hacia delante.,16.0,3.0,8.0,4.666666666666667,0.0625,24.0,3.0,9.0,7.333333333333333,0.041666666666666664
"Let's go. Work him, Dog, work him.","- Trabajalo Dog, trabajalo.",34.0,7.0,5.0,4.0,0.14705882352941177,27.0,4.0,10.0,6.0,0.1111111111111111
You won't ever understand about people living in dreams.,Nunca podras comprender a las personas viviendo en sueños.,56.0,9.0,10.0,5.333333333333333,0.03571428571428571,58.0,9.0,10.0,5.555555555555555,0.017241379310344827
"==Production==The series was shot on location in the Ocean Beach and Coronado communities of San Diego, California, as well as along Seacoast Drive in Imperial Beach, California.","== Producción ==La serie fue localizada en Ocean beach y Coronado, comunidades de San Diego (California), y también en Imperial beach (California).",178.0,27.0,17.0,5.62962962962963,0.0449438202247191,147.0,22.0,13.0,5.7272727272727275,0.07482993197278912
"The level of civilian staff in the missions also increased by 16 per cent, from 10,545 in 2003/04 to a peak level of 12,236 in the 2004/05 reporting period.","El nivel de personal civil de las misiones también aumentó en un 16%, de 10.545 en 2003/2004 a un nivel máximo de 12.236 en el período 2004/2005.",156.0,29.0,9.0,4.413793103448276,0.038461538461538464,145.0,27.0,10.0,4.407407407407407,0.04827586206896552
You won't say good-bye?,¿No te despides?,23.0,4.0,9.0,5.0,0.13043478260869565,16.0,3.0,9.0,4.666666666666667,0.0625
"Can you utter a phrase without the word ""family""?","-Perdóname. Por una vez, ¿puedes decir una frase sin la palabra ""familia""?",49.0,9.0,9.0,4.555555555555555,0.061224489795918366,74.0,12.0,11.0,5.25,0.08108108108108109
Presenters from the European Atomic Energy Community (EURATOM) and the Brazilian-Argentine Agency for Accounting and Control of Nuclear Materials (ABACC) will provide insights into relevant verification matters.,Expositores de la Comunidad europea de la Energía Atómica (EURATOM) y la Agencia Brasileño-Argentina de Contabilidad y Control de Materiales Nucleares (ABACC) proveerán información importante en materia de verificación mutua.,211.0,27.0,19.0,6.851851851851852,0.02843601895734597,225.0,30.0,19.0,6.533333333333333,0.02666666666666667
To see you liberated.,Quiero verlo liberado.,21.0,4.0,10.0,4.5,0.047619047619047616,22.0,3.0,9.0,6.666666666666667,0.045454545454545456
"That was why, when the Helios programme was being finalized, we asked for a separate evaluation of the Handynet part of it.","Por estas razones solicitamos en su día, cuando se estaba definiendo el programa HELIOS, una evaluación separada de la parte llamada HANDYNET.",123.0,22.0,10.0,4.636363636363637,0.024390243902439025,142.0,22.0,11.0,5.5,0.02112676056338028
- Staying away from my son.,- Aléjate de mi hijo.,27.0,6.0,7.0,3.6666666666666665,0.07407407407407407,21.0,5.0,7.0,3.4,0.09523809523809523
Bank doesn't care.,Al banco no le importa.,18.0,3.0,7.0,5.333333333333333,0.1111111111111111,23.0,5.0,8.0,3.8,0.043478260869565216
This is Apollo launch control.,Éste es el control de lanzamiento de Apolo.,30.0,5.0,8.0,5.2,0.03333333333333333,43.0,8.0,11.0,4.5,0.023255813953488372
"[or under the law of which, that interim measure was granted] [the arbitration takes place]",[o conforme a cuyo derecho dicha medida se otorgó] [se tramite el procedimiento de arbitraje],91.0,15.0,11.0,5.133333333333334,0.054945054945054944,93.0,15.0,13.0,5.266666666666667,0.043010752688172046
I will not kill! Not even my enemies.,Ni siquiera mis enemigos.,37.0,8.0,8.0,3.75,0.05405405405405406,25.0,4.0,9.0,5.5,0.04
Some were brought before the courts and resulted in the imposition of penalties including prison terms.,"Algunos casos se llevan ante las autoridades judiciales y concluyen con el pronunciamiento de sentencias, algunas de ellas con penas de prisión.",103.0,16.0,10.0,5.5,0.009708737864077669,144.0,22.0,15.0,5.590909090909091,0.013888888888888888
"* Dr. İhsan Ali, Turkish-Cypriot diplomat and advisor to Archbishop Makarios.","* Dr. Ihsan Ali, diplomático turcochipriota y asesor del Arzobispo Makarios III.",77.0,11.0,15.0,6.090909090909091,0.06493506493506493,80.0,12.0,14.0,5.75,0.05
- I'll probably be back at work tomorrow.,- Probablemente mañana ya esté de vuelta.,41.0,8.0,9.0,4.25,0.07317073170731707,41.0,7.0,13.0,5.0,0.04878048780487805
"Till we get these two, nobody sleeps.","Hasta que cojamos a esos dos, nadie va a dormir.",37.0,7.0,7.0,4.428571428571429,0.05405405405405406,48.0,10.0,7.0,3.9,0.041666666666666664
"Gil, why do you do this to yourself?","¿Gil, por qué te haces esto?",36.0,8.0,9.0,3.625,0.05555555555555555,28.0,6.0,5.0,3.8333333333333335,0.07142857142857142
"However, on 25 May, the Sudanese Catholic Information Office reported that 14 bombs had been dropped in Tonj in two attacks.","Sin embargo, en esta fecha la Oficina de Información Católica Sudanesa comunicó que se habían producido dos ataques en Tonj, durante los cuales se habían lanzado 14 bombas.",124.0,21.0,11.0,4.9523809523809526,0.024193548387096774,172.0,28.0,11.0,5.178571428571429,0.01744186046511628
You were about to start a kiss lean.,Estás a punto de iniciar una aproximación para beso.,36.0,8.0,5.0,3.625,0.027777777777777776,52.0,9.0,12.0,4.888888888888889,0.019230769230769232
"So Cory Aquino's death has, in many ways, orphaned the Filipino nation. We who are left behind owe her the duty of safeguarding her legacy of freedom – and of enriching it with social justice and unity in nation-building.  For until the very end of her battle with cancer, she continued to speak out for individual transformation and, on the part of those elected to lead us, for their selfless stewardship.","De modo que la muerte de Cory Aquino ha dejado huérfana, en muchos sentidos, a la nación filipina. Los que aquí seguimos le debemos la obligación de salvaguardar su legado de libertad y enriquecerlo con la justicia social y la unidad en la construcción de la nación, pues hasta el último momento de su lucha con el cáncer siguió propugnando la transformación individual y, en el caso de los elegidos para dirigirnos, una administración desinteresada.",407.0,71.0,16.0,4.732394366197183,0.02457002457002457,450.0,75.0,14.0,5.013333333333334,0.015555555555555555
"I could come back later, Mr. Harken.",Podría regresar más tarde.,36.0,7.0,7.0,4.285714285714286,0.08333333333333333,26.0,4.0,8.0,5.75,0.038461538461538464
"Come on, if we start singing maybe she'll join in.","Vamos, si empezamos a cantar tal vez ella se nos una.",50.0,10.0,7.0,4.1,0.06,53.0,11.0,9.0,3.909090909090909,0.03773584905660377
"[ Sniffs, Gasps ] ""Best Wishes!""","""¡Los mejores deseos!"".",32.0,6.0,8.0,4.5,0.1875,23.0,3.0,9.0,7.0,0.17391304347826086
That was the problem with my second husband.,Ese fue el problema con mi segundo marido.,44.0,8.0,8.0,4.625,0.022727272727272728,42.0,8.0,8.0,4.375,0.023809523809523808
Antioxidant supplements for prevention of mortality in healthy participants and patients with various diseases,Pregunta de la revisión Evaluar los efectos beneficiosos y perjudiciales de la vitamina D para la prevención de la mortalidad en adultos sanos y adultos en una fase estable de la enfermedad.,110.0,14.0,12.0,6.928571428571429,0.0,190.0,32.0,13.0,4.96875,0.005263157894736842
"They call him ""the de-virginator.""","Ellos le llaman ""el desvirginador""",34.0,5.0,15.0,6.0,0.11764705882352941,34.0,5.0,14.0,6.0,0.058823529411764705
- Get down! Get down on the ground right now!,¡Todos al suelo ahora mismo!,45.0,10.0,6.0,3.6,0.06666666666666667,28.0,5.0,6.0,4.8,0.03571428571428571
"Something along the lines of, ""Please put me out.""","Algo como ""por favor, ven conmigo a la cama"".",50.0,9.0,9.0,4.666666666666667,0.08,45.0,9.0,7.0,4.111111111111111,0.08888888888888889
The Conference of the Parties may wish:,La Conferencia de las Partes tal vez desee:,39.0,7.0,10.0,4.714285714285714,0.02564102564102564,43.0,8.0,11.0,4.5,0.023255813953488372
What's always interested him.,Lo que siempre le ha interesado.,29.0,4.0,10.0,6.5,0.06896551724137931,32.0,6.0,11.0,4.5,0.03125
TRUE ALEN ERNST DOOR - ACCIDENT?,SANDALIA MUERTE DE ERNST - ¿ACCIDENTE?,32.0,6.0,9.0,4.5,0.0625,38.0,6.0,11.0,5.5,0.05263157894736842
At risk of falling into an addiction.,A riesgo de caer en las adiciones.,37.0,7.0,10.0,4.428571428571429,0.02702702702702703,34.0,7.0,10.0,4.0,0.029411764705882353
The courts in Tajikistan regard as terrorist organizations organizations that are established for the purpose of carrying out terrorist activities or that allow the possibility of using terrorism in their activities.,Las autoridades judiciales de la República de Tayikistán califican de terrorista toda organización que haya sido creada con el fin de realizar actividades de carácter terrorista o que admita la posibilidad de recurrir al terrorismo en la realización de sus actividades.,216.0,31.0,13.0,6.0,0.004629629629629629,269.0,41.0,12.0,5.585365853658536,0.0037174721189591076
"And yeah, I'm pissed as hell at you.",Y es verdad que estoy muy cabreado.,36.0,8.0,6.0,3.625,0.08333333333333333,35.0,7.0,9.0,4.142857142857143,0.02857142857142857
"He was the surgeon for Patrick Carr, who was one of the Americans shot during that incident.","Asimismo fue el cirujano de Patrick Carr, uno de los estadounidenses que recibió un disparo durante el incidente.",92.0,17.0,9.0,4.470588235294118,0.021739130434782608,113.0,18.0,15.0,5.333333333333333,0.017699115044247787
I went to one convention.,Fui a una convención.,25.0,5.0,11.0,4.2,0.04,21.0,4.0,11.0,4.5,0.047619047619047616
Take all of it!,¡Tomen todo!,15.0,4.0,4.0,3.0,0.06666666666666667,12.0,2.0,6.0,5.5,0.08333333333333333
"Endless Summer, Local Boys.","Verano Sin Fin, Muchachos Locales.",27.0,4.0,7.0,6.0,0.07407407407407407,34.0,5.0,9.0,6.0,0.058823529411764705
China - maps for print,China - mapas para imprimir,22.0,5.0,5.0,3.6,0.045454545454545456,27.0,5.0,8.0,4.6,0.037037037037037035
"I live for a sigh, I die for a laugh, I lust for a laugh, ha ha! Please!","¡Vivo por un suspiro, muero por un beso, anhelo una risa!",72.0,18.0,7.0,3.0555555555555554,0.06944444444444445,57.0,11.0,8.0,4.2727272727272725,0.05263157894736842
I'm not spazzing out.,No me volví loco.,21.0,4.0,8.0,4.5,0.09523809523809523,17.0,4.0,5.0,3.5,0.058823529411764705
I love those.,Me encantan esos.,13.0,3.0,6.0,3.6666666666666665,0.07692307692307693,17.0,3.0,8.0,5.0,0.058823529411764705
We have to get her to a doctor or a hospital.,"Tenemos que llevarla al hospital, a algún lugar.",45.0,11.0,9.0,3.1818181818181817,0.022222222222222223,48.0,8.0,9.0,5.125,0.041666666666666664
"The city of Breda was heavily fortified and defended by a garrison of 7,000 Dutch soldiers.",La ciudad estaba fuertemente fortificada y defendida por una guarnición de 14.000 soldados.,91.0,16.0,9.0,4.75,0.02197802197802198,91.0,13.0,11.0,6.076923076923077,0.02197802197802198
My man is my Colonel. I know too much about poverty... and I don't like it one bit.,Conozco de sobra la miseria... y no me gusta ni una pizca.,83.0,18.0,10.0,3.6666666666666665,0.07228915662650602,58.0,12.0,10.0,3.9166666666666665,0.06896551724137931
"Internal Rules of Procedure in Investigation Prisons further provide that no restrictions may be imposed on the contacts with the organizations for protection of human rights, the prosecution office and the court, as well as the defence counsel.","En las normas internas de procedimiento de las prisiones se establece también que no pueden restringirse los contactos con las organizaciones de protección de los derechos humanos, la fiscalía, el tribunal o el abogado defensor.",245.0,38.0,13.0,5.473684210526316,0.012244897959183673,228.0,35.0,14.0,5.542857142857143,0.013157894736842105
Really?,¿De verdad?,7.0,1.0,7.0,7.0,0.14285714285714285,11.0,2.0,7.0,5.0,0.09090909090909091
I hope you all do well.,Espero que les vaya bien a todos.,23.0,6.0,5.0,3.0,0.043478260869565216,33.0,7.0,6.0,3.857142857142857,0.030303030303030304
