en,de,domain
"From 1997 to 2000, the fund managed by the CNASEA was used only for the collection, processing and incineration by the PRS of high-risk products.","Von 1997 bis 2000 diente der vom CNASEA verwaltete Fonds lediglich der Sammlung, Verarbeitung und Verbrennung von Hochrisikoerzeugnissen im Rahmen des ÖTD.",law
Access to new fisheries,Zugang zu neuen Fischereien,law
"2. Without prejudice to such other provisions as may apply, the Committee’s deliberations shall be covered by the obligation of professional secrecy unless the Committee decides otherwise.","(2) Unbeschadet sonstiger geltender Bestimmungen fallen die Beratungen des Ausschusses unter das Amtsgeheimnis, sofern der Ausschuss nichts anderes beschließt.",law
"Having regard to Council Directive 79/112/EEC of 18 December 1978 on the approximation of the laws of the Member States relating to the labelling, presentation and advertising of foodstuffs (1), as last amended by Commission Directive 93/102/EC (2), and in particular Article 4 (2) thereof,","gestützt auf die Richtlinie 79/112/EWG des Rates vom 18. Dezember 1978 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über die Etikettierung und Aufmachung von für den Endverbraucher bestimmten Lebensmitteln sowie die Werbung hierfür (1), zuletzt geändert durch die Richtlinie 93/102/EG der Kommission (2), insbesondere auf Artikel 4 Absatz 2,",law
- to specify the conditions under which the absence of an entry stamp on third country nationals' travel documents may constitute a presumption that the authorised duration of a short stay by such nationals on the territory of the Member States has been exceeded.,"- Festlegung der Bedingungen, unter denen beim Fehlen des Einreisestempels in den Reisedokumenten von Drittausländern angenommen werden kann, dass die zulässige Dauer des kurzen Aufenthalts dieser Drittausländer im Hoheitsgebiet der Mitgliedstaaten überschritten wurde.",law
"(b) before 15 November, a crop declaration distinguishing between the types of rice defined in paragraph 2 of Annex A to Regulation (EC) No 3072/95 and specifying for each type the surface area used and the quantity of rice obtained.","b) vor dem 15. November die Erntemeldung, wobei sie zwischen den in Anhang A Nummer 2 der Verordnung (EG) Nr. 3072/95 definierten Reisarten unterscheiden und die Anbaufläche sowie die erhaltene Erzeugung angeben.",law
2. A maximum of 20 % of the annual budget could be allocated to investment financing as described in Annex III.,(2) Bis zu 20 % der jährlichen Mittelausstattung können für die investitionsbezogenen Maßnahmen gemäß Anhang III eingesetzt werden.,law
"2. Member States shall bring into force the laws, regulations and administrative provisions necessary to comply with this Directive by 1 July 2001 at the latest.","(2) Die Mitgliedstaaten setzen die Rechts- und Verwaltungsvorschriften in Kraft, die erforderlich sind, um dieser Richtlinie spätestens ab 1. Juli 2001 nachzukommen.",law
"Having regard to Council Regulation (EEC) No 2759/75 of 29 October 1975 on the common organization of the market in pigmeat (1), as last amended by Regulation (EEC) No 1249/89 (2), and in particular Article 4 (6) thereof,","gestützt auf die Verordnung (EWG) Nr. 2759/75 des Rates vom 29. Oktober 1975 über die gemeinsame Marktorganisation für Schweinefleisch (1), zuletzt geändert durch die Verordnung (EWG) Nr. 1249/89 (2), insbesondere auf Artikel 4 Absatz 6, in Erwägung nachstehender Gründe:",law
1. Member States shall ensure that they complete within the deadline set the initial and ongoing tasks attributed to them in the management plans referred to in Article 2.,"(1) Die Mitgliedstaaten sorgen für die fristgerechte Erledigung sämtlicher Aufgaben, die ihnen nach den Organisationsplänen gemäß Artikel 2 obliegen.",law
The euro shall be substituted for the currency of each participating Member State at the conversion rate.,Der Euro tritt zum Umrechnungskurs an die Stelle der Währungen der teilnehmenden Mitgliedstaaten.,law
"1. Where the application contains a request for deferment of publication pursuant to Article 50 of Regulation (EC) No 6/2002, the holder shall, together with the request or at the latest three months before the 30-month deferment period expires:","(1) Beinhaltet die Anmeldung einen Antrag auf Aufschiebung der Bekanntmachung gemäß Artikel 50 der Verordnung (EG) Nr. 6/2002, muss der Inhaber zusammen mit dem Antrag oder spätestens drei Monate vor Ablauf der Aufschiebungsfrist von 30 Monaten:",law
"- the valuation of investments at their current value or by means of one of the methods referred to in Article 33 (1) of Directive 78/660/EEC, and",- der Bewertung von Kapitalanlagen nach dem Zeitwert oder nach einer der Methoden gemäß Artikel 33 Absatz 1 der Richtlinie 78/660/EWG und,law
Whereas the amounts in respect of which insurance is compulsory must in any event guarantee victims adequate compensation irrespective of the Member State in which the accident occurred;,"Die Summen, bis zu denen die Versicherungspflicht besteht, müssen in jedem Fall gestatten, den Unfallopfern eine ausreichende Entschädigung zu sichern, gleichgültig, in welchem Mitgliedstaat sich der Unfall ereignet hat.",law
"These accounts and the submission of a quarterly statement of such accounts should enable the Commission to monitor more closely the action taken by Member States to collect own resources, and particularly those compromised by fraud or irregularities.","Diese Buchführung sowie die Übermittlung einer diesbezüglichen Vierteljahresübersicht sollen es der Kommission ermöglichen, das Vorgehen der Mitgliedstaaten bei der Einziehung der Eigenmittel, insbesondere der durch betrügerische Praktiken und Unregelmäßigkeiten in Frage gestellten Eigenmittel, besser zu verfolgen.",law
The following paragraph 9 is added to Article 16 of Regulation (EC) No 1520/2000:,Zu Artikel 16 der Verordnung (EG) Nr. 1520/2000 wird der folgende Absatz 9 hinzugefügt:,law
"(a) in the case of the T5 form, the name and stamp of the office, the signature of the competent person, the date of authentication and a registration number which may be pre-printed;","a) auf dem Vordruck T5: die Bezeichnung der Stelle und den Dienststempelabdruck, die Unterschrift des zuständigen Bediensteten, das Datum des Sichtvermerks und eine Registriernummer, die im voraus aufgedruckt sein kann;",law
"2. The Commission shall, periodically, draw up a report examining the treatment accorded to Community reinsurance undertakings in third countries, in the terms referred to in paragraph 3, as regards the establishment of Community reinsurance undertakings in third countries, the acquisition of holdings in third-country reinsurance undertakings, the carrying on of reinsurance activities by such established undertakings and the cross-border provision of reinsurance activities from the Community to third countries.","(2) Die Kommission erstellt regelmäßig einen Bericht, der die Behandlung von Rückversicherungsunternehmen der Gemeinschaft in Drittländern gemäß Absatz 3 bei ihrer Niederlassung, den Erwerb von Beteiligungen an Rückversicherungsunternehmen von Drittländern, die Ausübung der Rückversicherungstätigkeit durch die niedergelassenen Unternehmen sowie die grenzüberschreitende Ausübung von Rückversicherungstätigkeiten von der Gemeinschaft aus in Drittländern untersucht.",law
"(c) other intervention on the domestic market effected in accordance with Community rules ; the conditions governing the eligibility of the expenditure relating thereto shall be determined by the Council, acting unanimously during the second stage and by a qualified majority thereafter on a proposal from the Commission;","c) die sonstigen Interventionen auf dem Binnenmarkt, die auf Grund von Gemeinschaftsregeln erfolgen ; die Bedingungen, unter denen die betreffenden Ausgaben für die Finanzierung in Betracht kommen, werden vom Rat festgelegt, der während der zweiten Stufe einstimmig und danach mit qualifizierter Mehrheit auf Vorschlag der Kommission beschließt;",law
"(13) The Scientific Committee for Food issued an opinion(7), on this treatment which provides for both given methods and results.","(13) Der wissenschaftliche Lebensmittelausschuss hat eine Stellungnahme(7) zu den Anwendungsbedingungen dieser Behandlung abgegeben, die verbindliche Mittel und Ergebnisse vorsieht.",law
3. The classification of products listed in Annex I shall be based on the combined nomenclature (CN) established by Council Regulation (EEC) No 2658/87 of 23 July 1987 on the tariff and statistical nomenclature and on the Common Customs Tariff [2].,3. Die Einreihung der in Anhang I aufgelisteten Erzeugnisse stützt sich auf die mit der Verordnung (EWG) Nr. 2658/87 des Rates vom 23. Juli 1987 über die zolltarifliche und statistische Nomenklatur sowie den Gemeinsamen Zolltarif [2] eingeführte Kombinierte Nomenklatur (KN).,law
"- in the case of unprocessed dried grapes, meet the minimum requirements laid down in the Annex to Regulation (EC) No 1621/1999,","- für die unverarbeiteten getrockneten Weintrauben den im Anhang der Verordnung (EG) Nr. 1621/1999 der Kommission(14) angegebenen Mindestanforderungen,",law
A request on behalf of a political group is not admissible.,Ein im Namen einer Fraktion gestellter Antrag ist nicht zulässig.,law
Member States shall take all necessary measures to adapt these requirements to computerised processing of journey forms.,"Die Mitgliedstaaten treffen die erforderlichen Vorkehrungen, um diese Forderungen der computergestützten Verarbeitung der Fahrtenblätter anzupassen.",law
"2. By way of derogation from Annex VII(D)(1) to Regulation (EC) No 1493/1999, where the products concerned are to be exported and where the legislation of the third country so requires, Member States may allow the particulars on the labelling, notably the compulsory ones, to be added in languages other than the official Community languages.","(2) Abweichend von Anhang VII Abschnitt D Nummer 1 der Verordnung (EG) Nr. 1493/1999 können die Mitgliedstaaten zulassen, dass die Angaben in der Etikettierung und insbesondere die obligatorischen Angaben in anderen Sprachen als den Amtssprachen der Gemeinschaft wiederholt werden, wenn die betreffenden Erzeugnisse zur Ausfuhr bestimmt sind und die Rechtsvorschriften des betreffenden Drittlands dies verlangen.",law
"The sum of the premiums awarded shall be included in a specific sub-ceiling included in the national ceilings laid down in Article 7(2) of Regulation (EC) No 1254/1999, intended exclusively for producers in the French overseas departments, Madeira and the Canary Islands.","Die Summe der gewährten Prämien wird zu einer spezifischen Teilobergrenze zusammengefasst, die in den in Artikel 7 Absatz 2 der Verordnung (EG) Nr. 1254/1999 festgelegten nationalen Hoechstgrenzen enthalten ist und ausschließlich für die Erzeuger der französischen Überseedepartements, Madeiras und der Kanarischen Inseln gilt.",law
"(13) In order to ensure that the Community complies with its international obligations the measures provided for in this Regulation should apply with effect from 1 January 2001, with the exception of the agreements with the Democratic Socialist Republic of Sri Lanka, Bosnia and Herzegovina, Ukraine and Estonia.","(13) Um sicherzustellen, dass die Gemeinschaft ihre völkerrechtlichen Verpflichtungen erfuellt, sollten die in dieser Verordnung vorgesehenen Maßnahmen ab dem 1. Januar 2001 gelten mit Ausnahme der Abkommen mit der Demokratischen Sozialistischen Republik Sri Lanka, Bosnien und Herzegowina, der Ukraine und Estland.",law
