en,es
We believed we'd discovered a new planet orbiting a distant star.,Creemos que descubrimos un nuevo planeta orbitando una estrella lejana.
"But this ""Makhija""...","Pero ese ""makhija""..."
"What I want to know is, how did the media get hold of all this?","Lo que quiero saber es, ¿cómo los medios descubrieron todo eso?"
The actions to be taken by the General Assembly in connection with the financing of UNMIS are:,Las medidas que deberá adoptar la Asamblea General en relación con la financiación de la UNMIS son las siguientes:
That diner a couple miles back.,el que esta a unas millas camino aqui.
"For autistic children over 14 years old, there is not one rehabilitation centre, while few children with mental health problems attend some sort of school.","Para los niños autistas de más de 14 años no hay ningún centro de rehabilitación, mientras que son pocos los niños con problemas mentales que van a algún tipo de colegio."
Just in case you run away,Por si acaso huyes...
It's what makes me bulletproof.,Es lo que me hace a prueba de balas.
They sure have.,Efectivamente.
Give me something from the heart!,- ¡Di algo de corazón!
Klauzner and Gadassi with me.,"Klausner y Gadassi, conmigo."
"It is about justifying through its news anchors and soap operas an economic and political system that values exploitation, looting and the implantation of a lifestyle that works perfectly for a small group of business magnates that, year after year, maintains its slaves in misery while it built its successful business to construct a telecracy.","Se trata de justificar por medio de sus noticieros y sus telenovelas un sistema económico y social que se vale de la explotación, el saqueo y la implantación de valores y un estilo de vida que funciona perfectamente para el pequeño grupo empresarial que año con año mantiene a sus esclavos en la miseria mientras él se regodea en su exitosa empresa de construir una telecracia."
Our planet is riddled with passageways.,Nuestro planeta está repleto de estos pasadizos.
Let me go to the toilet.,Déjame ir al baño.
"Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day and the invisible man has a special list of ten things he does not want you to do.","¡...de que hay un hombre invisible, que vive en el cielo, que ve todo lo que haces, cada minuto de cada día...! ¡...y ese hombre invisible tiene una lista especial de diez cosas que no quiere que hagas!"
"Forgive me if I'm a bit blunt, but that's the sort of chap I am...","Perdónenme si soy un poco brusco, pero yo soy asi."
4 teams are exploring routes into the Shimbashi subway.,4 equipos están explorando las rutas dentro del metro Shimbashi.
Hang on to my coat and follow me. Excuse me.,Agarraos de mi abrigo y seguirme Excúsenme.
"Dad, your son.","Papá, tu hijo."
"Similarly, it is useful to humidify inlet air.","De manera similar, es útil humidificar el aire que entra."
She's still in and out of consciousness.,Recobra y vuelve a perder el conocimiento.
Everything energy generator is operational.,Todos los generadores de energía funcionando.
things changed,las cosas han cambiado
Where the hell does he expect me to find a hundred thousand dollars?,¿Dónde coño quiere que encuentre cien mil dólares?
We are concerned by the resulting movements of people away from the violence over the border with Kyrgyzstan and by the reported excessive and disproportionate use of force by the Uzbek security forces.,"Nos preocupa el subsiguiente desplazamiento de personas que huyen de la violencia, cruzando la frontera con Kirguistán, así como la pretendida utilización excesiva y desproporcionada de la fuerza por parte de los cuerpos de seguridad uzbekos."
No one can deny the need for measures to be introduced to standardise the information which banks must provide so that consumers are in a position to compare more easily and select the product best suited to their needs.,Nadie podrá negar que es preciso introducir medidas para la normalización de la información obligatoria que han de proporcionar los bancos para que los consumidores puedan así comparar con mayor facilidad los diferentes productos y seleccionar el que mejor se adapte a sus necesidades.
"So, what do we know about this crime, really?","Así que, ¿qué sabemos de este crimen?"
"So, why do Europe’s leaders find this intermediate solutionso unimaginable?","Así que, ¿por qué los líderes europeos encuentran taninimaginable esta solución intermedia?"
I will always live like I want to!,¡Viviré como me dé la gana!
"If the states are indebted to a central authority, it increases the power of the central government.",Si los estados le deben a una autoridad central aumenta el poder del gobierno central.
Reply by the Cambodian Government,Respuesta del Gobierno de Camboya
"Come on, you must have something to say to me.","Anda, algo tendrás que contarme."
(a) Increasing weakness in family structures due to growing poverty leads to greater vulnerability of children;,a) El progresivo debilitamiento de las estructuras familiares debido al aumento de la pobreza acrecienta la vulnerabilidad de los niños;
"Luo Niang, Luo Niang!","¡Luo Niang, Luo Niang!"
"It's okay, forget it.","Vale, olvídelo."
"The articles of before 1996 are now being digitized, indexed and placed on the internet.","Las propuestas se deben enviar antes del 15 de Noviembre de 2012, y deben estar referidas al tema descrito anteriormente."
"That was in the water, Shawn, with sharks and Sam Jackson's ass still got swallowed whole.","Eso era en el agua, Shawn, con tiburones. Y el culo de Sam Jackson tuvo que tragárselo todo."
Did you spray the leuco-crystal violet in the lift? - Yes.,¿Creo que rociaste el leuco cristal violeta en el ascensor?
Granulation,Granulación
I'm also going to tell him I'm screwing his wife.,También voy a decirle que me follo a su mujer.
This area of New Jersey has more varieties of minerals (about 400) than anywhere in the world.,Esta área de Nueva Jersey tiene más variedades de minerales (cerca de 400) que cualquier otro sitio en el mundo.
Remove the wax.,¡Se ha acabado el canto!
The IMS Institute is a shareholding company established in 1949 by the Government of the Republic of Serbia.,El Instituto IMS es una a Sociedad por Acciones establecida en 1949 por el Gobierno de la República of Serbia.
"No need to, Ida.","No es necesario, Ida."
I will fix this.,Voy a arreglar esto.
"But, you know, it's pretty hopeless.","Pero, bueno, no tengo esperanza."
"During my domestic partnership.""","Durante su boda civil """
Your hobby is transformed into a life and death struggle if you can switch your consciousness into the pilot.,Su afición se transforma en una lucha de vida o muerte si usted puede cambiar su conciencia a la del piloto.
"And believe me, we've made up for lost time.","Créame, después hemos recuperado el tiempo perdido."
Can you imagine how the two of them would get along?,¿Te imaginas cómo se llevarían los dos?
(b) Maintaining an environment conducive to learning and meeting the needs arising from the natural growth in the refugee population by upgrading and constructing facilities and enhancing the skills and competencies of the Agency's teaching and training staff;,b) Mantener un entorno que fomente el aprendizaje y satisfacer las necesidades que plantea el crecimiento natural de la población de refugiados mediante la mejora y construcción de instalaciones y el perfeccionamiento de los conocimientos y las competencias del personal docente y de capacitación del Organismo;
Reclaim them.,Las reclamamos.
- You want to watch your elbows?,- ¡Cuidado con los codos!
"Yaakov, you're bright. You can study anything, anytime. Maybe.","Yaakov, tu eres inteligente puedes estudiar cualquier cosa, tal vez. no estoy seguro."
i've broken no law.,- No he incumplido ninguna ley.
Scared people don't revolt.,La gente asustada no se subleva
Remember Job.,Recuerde Empleo.
I guess I'll wait till I get back home.,Creo que esperaré hasta que regrese a casa.
